question_id,question_text,option_A,option_B,option_C,option_D,correct_answer,section,category,difficulty,language
Q_1746,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,B,Section 112,signals,easy,en
Q_1747,What is the regulatory action required under Section 119 for the 'Horn Prohibited' sign?,Applies only to heavy transport vehicles,Applies only during night time,It is only a recommendation,Strict compliance is mandatory,D,Section 194A,signs,medium,en
Q_1748,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Apply direct compression to bleeding or place in recovery position,Try to force them to stand up and walk around,C,Section 181,first_aid,medium,en
Q_1749,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the automatic green light,Follow the police officer's hand signal,D,Section 190(2),signals,hard,en
Q_1750,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Stop and dispute with the officer,C,Section 194,signals,hard,en
Q_1751,What does the traffic sign 'Give Way' represent?,Warning of 'Give Way' ahead,Exemption from 'Give Way' rules,Mandatory 'Give Way' restriction,Information about 'Give Way' lane,C,Section 112,signs,hard,en
Q_1752,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Stop and dispute with the officer,C,Section 180,signals,easy,en
Q_1753,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Apply direct compression to bleeding or place in recovery position,Try to force them to stand up and walk around,C,Section 180,first_aid,hard,en
Q_1754,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,Carry them over your shoulder immediately,A,Section 122,first_aid,hard,en
Q_1755,What does the traffic sign 'Cattle Crossing' represent?,Information about 'Cattle Crossing' lane,Warning of 'Cattle Crossing' ahead,Mandatory 'Cattle Crossing' restriction,Exemption from 'Cattle Crossing' rules,C,Section 56,signs,medium,en
Q_1756,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Apply direct compression to bleeding or place in recovery position,Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,A,Section 185,first_aid,easy,en
Q_1757,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,Stop completely before the stop line,Stop right in the middle of the intersection,C,Section 115,signals,easy,en
Q_1758,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,D,Section 194,signals,hard,en
Q_1759,"Under Section 56, driving a vehicle at a speed of 101 km/h in a School Zones speed limit zone of 60 km/h is:",Perfectly fine for private passenger cars,An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Permitted under emergency situations,B,Section 56,rules,easy,en
Q_1760,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Red' light?,Accelerate as fast as possible to beat the light,Stop completely before the stop line,Stop right in the middle of the intersection,Honk continuously to force others ahead,B,Section 184,signals,easy,en
Q_1761,What is the regulatory action required under Section 119 for the 'Slippery Road' sign?,Applies only to heavy transport vehicles,It is only a recommendation,Strict compliance is mandatory,Applies only during night time,C,Section 128,signs,easy,en
Q_1762,"While driving on Expressways, what is the standard right of way rules for entering highway from service lane?",Yield to the traffic coming from the right/main carriage,Honk and claim priority,Proceed with highest speed to clear early,Wait for signal from oncoming transport,A,Section 180,rules,medium,en
Q_1763,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the police officer's hand signal,Follow the automatic green light,Take a U-turn immediately to avoid the intersection,B,Section 194A,signals,medium,en
Q_1764,What does the traffic sign 'Overtaking Prohibited' represent?,Exemption from 'Overtaking Prohibited' rules,Mandatory 'Overtaking Prohibited' restriction,Information about 'Overtaking Prohibited' lane,Warning of 'Overtaking Prohibited' ahead,B,Section 190(2),signs,medium,en
Q_1765,"Under Section 128, driving a vehicle at a speed of 97 km/h in a School Zones speed limit zone of 80 km/h is:",Permitted under emergency situations,An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Perfectly fine for private passenger cars,B,Section 128,rules,medium,en
Q_1766,What is the regulatory action required under Section 119 for the 'No Stopping' sign?,Applies only to heavy transport vehicles,It is only a recommendation,Applies only during night time,Strict compliance is mandatory,D,Section 134A,signs,easy,en
Q_1767,"Under Section 128, driving a vehicle at a speed of 84 km/h in a Urban Roads speed limit zone of 50 km/h is:",Subject only to verbal warnings,An overspeeding offense carrying a heavy fine,Perfectly fine for private passenger cars,Permitted under emergency situations,B,Section 128,rules,medium,en
Q_1768,"AIIMS Trauma care protocols state that while moving an accident victim with suspected internal chest bleeding, you must:",Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,A,Section 122,first_aid,hard,en
Q_1769,"Under Section 134A, driving a vehicle at a speed of 70 km/h in a School Zones speed limit zone of 40 km/h is:",An overspeeding offense carrying a heavy fine,Permitted under emergency situations,Perfectly fine for private passenger cars,Subject only to verbal warnings,A,Section 134A,rules,easy,en
Q_1770,What is the legal consequence under Section 177 for permitting an unlicensed driver to operate your transport auto?,"Fine of ₹5,000 and owner prosecution",A minor warning fine of ₹500,No penalty if owner is riding with them,Subject only to vehicle fitness checking,A,Section 177,rules,hard,en
Q_1771,What is the legal consequence under Section 4 for permitting an unlicensed driver to operate your motorcycle?,"Fine of ₹5,000 and owner prosecution",Subject only to vehicle fitness checking,A minor warning fine of ₹500,No penalty if owner is riding with them,A,Section 4,rules,medium,en
Q_1772,What is the regulatory action required under Section 119 for the 'No Stopping' sign?,It is only a recommendation,Strict compliance is mandatory,Applies only to heavy transport vehicles,Applies only during night time,B,Section 134A,signs,medium,en
Q_1773,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the police officer's hand signal,Follow the automatic green light,Take a U-turn immediately to avoid the intersection,B,Section 190(2),signals,hard,en
Q_1774,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Apply direct compression to bleeding or place in recovery position,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,A,Section 185,first_aid,medium,en
Q_1775,"AIIMS Trauma care protocols state that while moving an accident victim with suspected head trauma, you must:",Carry them over your shoulder immediately,Massage the area to restore blood flow,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,C,Section 184,first_aid,easy,en
Q_1776,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Amber' light?,Stop right in the middle of the intersection,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,Slow down and prepare to stop,D,Section 184,signals,hard,en
Q_1777,"AIIMS Trauma care protocols state that while moving an accident victim with suspected internal chest bleeding, you must:",Ask them to stand up and walk to test reflexes,Massage the area to restore blood flow,Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,C,Section 134,first_aid,easy,en
Q_1778,What is the legal consequence under Section 128 for permitting an unlicensed driver to operate your motorcycle?,A minor warning fine of ₹500,No penalty if owner is riding with them,"Fine of ₹5,000 and owner prosecution",Subject only to vehicle fitness checking,C,Section 128,rules,easy,en
Q_1779,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Apply direct compression to bleeding or place in recovery position,D,Section 112,first_aid,hard,en
Q_1780,What is the regulatory action required under Section 119 for the 'Straight Prohibited' sign?,Applies only to heavy transport vehicles,Applies only during night time,It is only a recommendation,Strict compliance is mandatory,D,Section 177,signs,easy,en
Q_1781,"AIIMS Trauma care protocols state that while moving an accident victim with suspected bone fractures, you must:",Massage the area to restore blood flow,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,C,Section 119,first_aid,medium,en
Q_1782,What does the traffic sign 'Speed Limit 80' represent?,Warning of 'Speed Limit 80' ahead,Mandatory 'Speed Limit 80' restriction,Exemption from 'Speed Limit 80' rules,Information about 'Speed Limit 80' lane,B,Section 190(2),signs,medium,en
Q_1783,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Apply direct compression to bleeding or place in recovery position,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,A,Section 119,first_aid,hard,en
Q_1784,"Under Section 56, driving a vehicle at a speed of 82 km/h in a National Highways speed limit zone of 40 km/h is:",An overspeeding offense carrying a heavy fine,Permitted under emergency situations,Perfectly fine for private passenger cars,Subject only to verbal warnings,A,Section 56,rules,easy,en
Q_1785,"While driving on School Zones, what is the standard right of way rules for roundabout entry?",Proceed with highest speed to clear early,Wait for signal from oncoming transport,Honk and claim priority,Yield to the traffic coming from the right/main carriage,D,Section 180,rules,medium,en
Q_1786,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,C,Section 56,first_aid,medium,en
Q_1787,"Under Section 129, driving a vehicle at a speed of 116 km/h in a Expressways speed limit zone of 80 km/h is:",Permitted under emergency situations,Subject only to verbal warnings,Perfectly fine for private passenger cars,An overspeeding offense carrying a heavy fine,D,Section 129,rules,hard,en
Q_1788,"AIIMS Trauma care protocols state that while moving an accident victim with suspected bone fractures, you must:",Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,Carry them over your shoulder immediately,Massage the area to restore blood flow,A,Section 39,first_aid,medium,en
Q_1789,"AIIMS Trauma care protocols state that while moving an accident victim with suspected internal chest bleeding, you must:",Massage the area to restore blood flow,Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,B,Section 4,first_aid,hard,en
Q_1790,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Apply direct compression to bleeding or place in recovery position,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,B,Section 39,first_aid,medium,en
Q_1791,"Under Section 3, driving a vehicle at a speed of 112 km/h in a School Zones speed limit zone of 80 km/h is:",Perfectly fine for private passenger cars,Subject only to verbal warnings,Permitted under emergency situations,An overspeeding offense carrying a heavy fine,D,Section 3,rules,hard,en
Q_1792,What is the regulatory action required under Section 119 for the 'School Ahead' sign?,Applies only during night time,Strict compliance is mandatory,It is only a recommendation,Applies only to heavy transport vehicles,B,Section 185,signs,medium,en
Q_1793,What is the regulatory action required under Section 119 for the 'Slippery Road' sign?,Applies only to heavy transport vehicles,It is only a recommendation,Applies only during night time,Strict compliance is mandatory,D,Section 122,signs,medium,en
Q_1794,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,C,Section 181,first_aid,hard,en
Q_1795,What is the regulatory action required under Section 119 for the 'Compulsory Left Turn' sign?,Applies only during night time,Applies only to heavy transport vehicles,Strict compliance is mandatory,It is only a recommendation,C,Section 5,signs,medium,en
Q_1796,"Under Section 119, driving a vehicle at a speed of 82 km/h in a School Zones speed limit zone of 50 km/h is:",Perfectly fine for private passenger cars,Permitted under emergency situations,An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,C,Section 119,rules,hard,en
Q_1797,"When you see the 'Cattle Crossing' warning sign, you must:",Reduce speed and drive cautiously,Accelerate quickly to bypass the zone,Stop the vehicle completely,Honk the horn continuously,A,Section 129,signs,easy,en
Q_1798,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Apply direct pressure with clean sterile dressings,D,Section 134,first_aid,medium,en
Q_1799,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Apply direct compression to bleeding or place in recovery position,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,A,Section 190(2),first_aid,easy,en
Q_1800,What is the legal consequence under Section 184 for permitting an unlicensed driver to operate your transport auto?,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",No penalty if owner is riding with them,Subject only to vehicle fitness checking,B,Section 184,rules,hard,en
Q_1801,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Follow the police officer's hand signal,Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,B,Section 180,signals,medium,en
Q_1802,What is the legal consequence under Section 129 for permitting an unlicensed driver to operate your car?,Subject only to vehicle fitness checking,"Fine of ₹5,000 and owner prosecution",A minor warning fine of ₹500,No penalty if owner is riding with them,B,Section 129,rules,hard,en
Q_1803,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Massage the area to restore blood flow,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,C,Section 56,first_aid,medium,en
Q_1804,What does the traffic sign 'Straight Prohibited' represent?,Mandatory 'Straight Prohibited' restriction,Exemption from 'Straight Prohibited' rules,Information about 'Straight Prohibited' lane,Warning of 'Straight Prohibited' ahead,A,Section 56,signs,hard,en
Q_1805,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Proceed with speed if safe,Accelerate as fast as possible to beat the light,Stop right in the middle of the intersection,Honk continuously to force others ahead,A,Section 194A,signals,hard,en
Q_1806,What is the legal consequence under Section 184 for permitting an unlicensed driver to operate your motorcycle?,No penalty if owner is riding with them,Subject only to vehicle fitness checking,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",D,Section 184,rules,easy,en
Q_1807,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Follow the automatic green light,Stop and dispute with the officer,B,Section 112,signals,hard,en
Q_1808,What does the traffic sign 'Horn Prohibited' represent?,Information about 'Horn Prohibited' lane,Mandatory 'Horn Prohibited' restriction,Exemption from 'Horn Prohibited' rules,Warning of 'Horn Prohibited' ahead,B,Section 115,signs,hard,en
Q_1809,"Under Section 180, driving a vehicle at a speed of 69 km/h in a National Highways speed limit zone of 40 km/h is:",Perfectly fine for private passenger cars,Subject only to verbal warnings,An overspeeding offense carrying a heavy fine,Permitted under emergency situations,C,Section 180,rules,hard,en
Q_1810,What is the legal consequence under Section 190(2) for permitting an unlicensed driver to operate your motorcycle?,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",No penalty if owner is riding with them,Subject only to vehicle fitness checking,B,Section 190(2),rules,hard,en
Q_1811,"While driving on School Zones, what is the standard right of way rules for changing lanes?",Wait for signal from oncoming transport,Honk and claim priority,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,C,Section 3,rules,easy,en
Q_1812,"Under Section 185, driving a vehicle at a speed of 76 km/h in a National Highways speed limit zone of 60 km/h is:",Permitted under emergency situations,An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Perfectly fine for private passenger cars,B,Section 185,rules,easy,en
Q_1813,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,B,Section 129,first_aid,medium,en
Q_1814,"While driving on Expressways, what is the standard right of way rules for roundabout entry?",Yield to the traffic coming from the right/main carriage,Wait for signal from oncoming transport,Honk and claim priority,Proceed with highest speed to clear early,A,Section 115,rules,easy,en
Q_1815,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,B,Section 119,first_aid,easy,en
Q_1816,"Under Section 194, driving a vehicle at a speed of 89 km/h in a School Zones speed limit zone of 60 km/h is:",An overspeeding offense carrying a heavy fine,Subject only to verbal warnings,Permitted under emergency situations,Perfectly fine for private passenger cars,A,Section 194,rules,hard,en
Q_1817,"While driving on State Highways, what is the standard right of way rules for stopping on a slope?",Yield to the traffic coming from the right/main carriage,Wait for signal from oncoming transport,Honk and claim priority,Proceed with highest speed to clear early,A,Section 177,rules,medium,en
Q_1818,"When you see the 'Cycle Crossing' warning sign, you must:",Accelerate quickly to bypass the zone,Reduce speed and drive cautiously,Honk the horn continuously,Stop the vehicle completely,B,Section 39,signs,medium,en
Q_1819,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Stop right in the middle of the intersection,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,Slow down and prepare to stop,D,Section 185,signals,medium,en
Q_1820,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,Try to force them to stand up and walk around,C,Section 5,first_aid,hard,en
Q_1821,What is the regulatory action required under Section 119 for the 'Overtaking Prohibited' sign?,Strict compliance is mandatory,It is only a recommendation,Applies only during night time,Applies only to heavy transport vehicles,A,Section 194,signs,medium,en
Q_1822,What is the legal consequence under Section 194 for permitting an unlicensed driver to operate your heavy truck?,Subject only to vehicle fitness checking,A minor warning fine of ₹500,No penalty if owner is riding with them,"Fine of ₹5,000 and owner prosecution",D,Section 194,rules,easy,en
Q_1823,"AIIMS Trauma care protocols state that while moving an accident victim with suspected head trauma, you must:",Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,C,Section 4,first_aid,easy,en
Q_1824,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Honk continuously to force others ahead,Slow down and prepare to stop,Accelerate as fast as possible to beat the light,Stop right in the middle of the intersection,B,Section 194,signals,medium,en
Q_1825,"AIIMS Trauma care protocols state that while moving an accident victim with suspected head trauma, you must:",Ask them to stand up and walk to test reflexes,Massage the area to restore blood flow,Stabilize the affected area and avoid bending the spine/joints,Carry them over your shoulder immediately,C,Section 4,first_aid,medium,en
Q_1826,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Stop right in the middle of the intersection,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,Stop completely before the stop line,D,Section 185,signals,easy,en
Q_1827,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,D,Section 184,first_aid,easy,en
Q_1828,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Follow the automatic green light,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,C,Section 194,signals,hard,en
Q_1829,What should you do when approaching an intersection where the traffic signal shows a steady 'Red' light?,Accelerate as fast as possible to beat the light,Stop right in the middle of the intersection,Honk continuously to force others ahead,Stop completely before the stop line,D,Section 181,signals,easy,en
Q_1830,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Apply direct pressure with clean sterile dressings,Try to force them to stand up and walk around,C,Section 115,first_aid,medium,en
Q_1831,What is the legal consequence under Section 190(2) for permitting an unlicensed driver to operate your motorcycle?,Subject only to vehicle fitness checking,No penalty if owner is riding with them,"Fine of ₹5,000 and owner prosecution",A minor warning fine of ₹500,C,Section 190(2),rules,easy,en
Q_1832,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Apply direct pressure with clean sterile dressings,Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,A,Section 122,first_aid,medium,en
Q_1833,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,Try to force them to stand up and walk around,Move them around aggressively to check for broken bones,B,Section 5,first_aid,hard,en
Q_1834,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,B,Section 180,first_aid,hard,en
Q_1835,What is the legal consequence under Section 4 for permitting an unlicensed driver to operate your car?,Subject only to vehicle fitness checking,"Fine of ₹5,000 and owner prosecution",A minor warning fine of ₹500,No penalty if owner is riding with them,B,Section 4,rules,medium,en
Q_1836,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Proceed with speed if safe,Accelerate as fast as possible to beat the light,Stop right in the middle of the intersection,Honk continuously to force others ahead,A,Section 56,signals,medium,en
Q_1837,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Red' light?,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,Stop completely before the stop line,D,Section 112,signals,medium,en
Q_1838,What is the regulatory action required under Section 119 for the 'Slippery Road' sign?,It is only a recommendation,Applies only to heavy transport vehicles,Strict compliance is mandatory,Applies only during night time,C,Section 180,signs,hard,en
Q_1839,"When you see the 'One Way' warning sign, you must:",Accelerate quickly to bypass the zone,Stop the vehicle completely,Honk the horn continuously,Reduce speed and drive cautiously,D,Section 194,signs,hard,en
Q_1840,"Under Section 134A, driving a vehicle at a speed of 73 km/h in a State Highways speed limit zone of 50 km/h is:",Subject only to verbal warnings,Permitted under emergency situations,Perfectly fine for private passenger cars,An overspeeding offense carrying a heavy fine,D,Section 134A,rules,easy,en
Q_1841,"When you see the 'Hospital' warning sign, you must:",Honk the horn continuously,Accelerate quickly to bypass the zone,Reduce speed and drive cautiously,Stop the vehicle completely,C,Section 122,signs,easy,en
Q_1842,"While driving on Urban Roads, what is the standard right of way rules for changing lanes?",Honk and claim priority,Wait for signal from oncoming transport,Yield to the traffic coming from the right/main carriage,Proceed with highest speed to clear early,C,Section 180,rules,easy,en
Q_1843,"While driving on Expressways, what is the standard right of way rules for changing lanes?",Yield to the traffic coming from the right/main carriage,Honk and claim priority,Wait for signal from oncoming transport,Proceed with highest speed to clear early,A,Section 5,rules,hard,en
Q_1844,What does the traffic sign 'Compulsory Ahead' represent?,Exemption from 'Compulsory Ahead' rules,Warning of 'Compulsory Ahead' ahead,Information about 'Compulsory Ahead' lane,Mandatory 'Compulsory Ahead' restriction,D,Section 3,signs,hard,en
Q_1845,What is the regulatory action required under Section 119 for the 'Resting Place' sign?,Applies only during night time,It is only a recommendation,Strict compliance is mandatory,Applies only to heavy transport vehicles,C,Section 190(2),signs,hard,en
Q_1846,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Amber' light?,Slow down and prepare to stop,Honk continuously to force others ahead,Accelerate as fast as possible to beat the light,Stop right in the middle of the intersection,A,Section 3,signals,medium,en
Q_1847,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,B,Section 194,first_aid,hard,en
Q_1848,"When you see the 'Speed Limit 50' warning sign, you must:",Honk the horn continuously,Stop the vehicle completely,Reduce speed and drive cautiously,Accelerate quickly to bypass the zone,C,Section 134,signs,medium,en
Q_1849,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the automatic green light,A,Section 181,signals,easy,en
Q_1850,What does the traffic sign 'Compulsory Right Turn' represent?,Information about 'Compulsory Right Turn' lane,Warning of 'Compulsory Right Turn' ahead,Mandatory 'Compulsory Right Turn' restriction,Exemption from 'Compulsory Right Turn' rules,C,Section 3,signs,easy,en
Q_1851,"AIIMS Trauma care protocols state that while moving an accident victim with suspected internal chest bleeding, you must:",Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,A,Section 177,first_aid,hard,en
Q_1852,What is the legal consequence under Section 4 for permitting an unlicensed driver to operate your car?,No penalty if owner is riding with them,"Fine of ₹5,000 and owner prosecution",Subject only to vehicle fitness checking,A minor warning fine of ₹500,B,Section 4,rules,hard,en
Q_1853,What does the traffic sign 'Steep Descent' represent?,Warning of 'Steep Descent' ahead,Mandatory 'Steep Descent' restriction,Information about 'Steep Descent' lane,Exemption from 'Steep Descent' rules,B,Section 194A,signs,hard,en
Q_1854,What does the traffic sign 'Cattle Crossing' represent?,Information about 'Cattle Crossing' lane,Warning of 'Cattle Crossing' ahead,Mandatory 'Cattle Crossing' restriction,Exemption from 'Cattle Crossing' rules,C,Section 134A,signs,hard,en
Q_1855,What does the traffic sign 'Straight Prohibited' represent?,Exemption from 'Straight Prohibited' rules,Information about 'Straight Prohibited' lane,Warning of 'Straight Prohibited' ahead,Mandatory 'Straight Prohibited' restriction,D,Section 4,signs,medium,en
Q_1856,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Carry them over your shoulder immediately,Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,D,Section 119,first_aid,medium,en
Q_1857,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,Follow the automatic green light,Follow the police officer's hand signal,D,Section 129,signals,easy,en
Q_1858,"AIIMS Trauma care protocols state that while moving an accident victim with suspected internal chest bleeding, you must:",Massage the area to restore blood flow,Carry them over your shoulder immediately,Ask them to stand up and walk to test reflexes,Stabilize the affected area and avoid bending the spine/joints,D,Section 56,first_aid,easy,en
Q_1859,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,Follow the automatic green light,Follow the police officer's hand signal,D,Section 134A,signals,hard,en
Q_1860,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Stop right in the middle of the intersection,Slow down and prepare to stop,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,B,Section 190(2),signals,easy,en
Q_1861,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Stop and dispute with the officer,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,C,Section 177,signals,easy,en
Q_1862,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Stop and dispute with the officer,Follow the automatic green light,Follow the police officer's hand signal,D,Section 185,signals,medium,en
Q_1863,"When you see the 'Cattle Crossing' warning sign, you must:",Stop the vehicle completely,Reduce speed and drive cautiously,Accelerate quickly to bypass the zone,Honk the horn continuously,B,Section 119,signs,easy,en
